author_id;event;reason_for_lying;condition;text;confidence;range;confidence_range
5fb3d42dc5d76c000aedf11d;Missing a deadline at work because of bad organisation;The author of the statement might have lied to find excuses that allow them not to appear forgetful or disorganised.;deceptive;I work as a plumber in my Family owned business.About 2 months ago i took a big project (RE-making all the water supply network in a big hotel ) .To do that i must use a very specific tool due to the pipeline material.First i have to heat up the pipeline and then connect them with each other with a very specific technique .Due to the workload i had i tought it would be a good idea to instruct my apprentice to do some connections as well ,so we can speed up the process.Little did i knew my apprentice didnt care about the job at all .He didnt listen to my instructions and did his own thing with the pipelines .Beacuse of that all the pipelines were leaking and i had to fix them from the start .I missed not only the timeline but i also made zero euros in this job!;-2;1;indecisive
6148619a82570cb41a0b8b32;Missing a deadline at work because of bad organisation;The author of the statement might have lied to find excuses that allow them not to appear forgetful or disorganised.;deceptive;Yesterday I was meant to call schools and attain approval for screening movies to their students. Unfortunately when I woke up I was faced by the task of completing editing for the birthday party I was shooting over the weekend. The clients requested a quick turnaround as they wanted to show family members who couldn't make that are visiting today. To maintain the good relationship, I agreed on the spot and didn't realise it will come at cost of missing my deadline;-2;1;indecisive
605f5f48a941e32ac784c084;Being involved in a car accident; The author of the statement might have lied to increase the claimed amount of damage received to later get more money from their insurance;deceptive;4 months ago I was driving to a birthday party two hours away. i had 4 other people in the car with me, three friends and a friend of a friend. my car is quite old so every once in a while I have to take it to the shop to get something repaired. as we were driving in the freeway on our way to the birthday party, one of my tires exploded and the car started spinning around. when i came to it, all i could see was shattered class and drops and smudges of blood. me and my three friends managed to get out of the car but my friend's friend was unconscious. he got taken to the hospital with a bleed on his brain and got put in a coma. he stayed in a coma for a few weeks but ended up passing away;-3;1;indecisive
63ee1884534ecc3f58e7bb8a;Being hospitalised and undergoing surgery;The author of the statement might have lied to exaggerate some side effects to receive extra compensation from their health insurance.;deceptive;Six months ago I underwent planned surgery to remove a very large cyst from my scalp and several medium sized cysts. The surgery took longer than planned and as a result I was very unwell afterwards. It took me some time to come round whilst in recovery. The effects of general anaesthetic and anti emetic drugs caused me to be violently sick, I could not even keep water down. I was rushed to another hospital and admitted to a ward for observation and to administer fluids via a drip. I waited four years for this surgery, during this time my details were lost and several appointments cancelled due to strikes and other issues. If I had received the surgery earlier, the procedure would not have taken so long and I would not have been so unwell after the surgery.;-3;1;indecisive
6155841573df9e7e0d71a709;Being hospitalised and undergoing surgery;The author of the statement might have lied to exaggerate some side effects to receive extra compensation from their health insurance.;deceptive;on the 10th of April i was hospitalized due passing my due date to give birth on arrival there were long queues and i had to wait for a bed to be available once the bed was i was hen admitted and induced. i was told not to climb off the bed my worst nightmare came to life i was in pain for days i was later diagnosed as non progressive and i was taken to the theater i wasn't given pain medication or being under Anastasia i felt every cut in my skin i was in excrucial pain i was unconscious  for a few minutes and i woke up in the ward  with myprincess next to me;-3;1;indecisive
610e33564293d6b6a060e1c7;Missing a deadline at work because of bad organisation;The author of the statement might have lied to find excuses that allow them not to appear forgetful or disorganised.;deceptive;I still remember the day very well like it was yesterday.I had just joined the team just two months prior so it was important for me to give a good impression. My manager had tasked me to finish a presentation for her by filling missing numbers that I was supposed to get from a report I had to pull. It seemed easy. However what I did not anticipate was that I would not be able to use the system to pull the report I needed. I asked my colleague who had been there for a while to show me how to pull the report well in advance. The colleague agreed but when came the day they had to show me they had excuses of how busy they are. I had a week earlier an d everyday after that when I remind them they told me they were busy until the due date arrived. I had alerted my manager of this difficulty before hand but it was a huge disappointment when I did not fulfill a simple task that my manager had asked me.;-3;1;indecisive
5ef0a7652df215607fd60858;Missing a deadline at work because of bad organisation;The author of the statement might have lied to find excuses that allow them not to appear forgetful or disorganised.;deceptive;I had a deadline for a project at work, and missed the deadline because of bad organization on my part. I had not fully planned out how much time it would take me to complete the project, so when the deadline came around, I was not finished. I did submit the project, but I was late in doing so because of my own shortsightedness.;-4;1;indecisive
5c59479c2cda3d0001cead5d;Being involved in a car accident; The author of the statement might have lied to increase the claimed amount of damage received to later get more money from their insurance;deceptive;I was driving my car to pick up my son from school. Suddenly, I noticed a man on a motorcycle driving in my lane. It looked like he had to enter my lane in order to avoid a big hole on the road, a result of the roadwork that was taking place close by. I realized that there wasn't enough time to hit the brakes, so I had to turn left in order to avoid a head-on collision. As a result, the man crashed on the back side of my car. Luckily, apart from some scratches he wasn't injured. However, my car took a great deal of damage, as well as his motorcycle;-4;1;indecisive
650c8e4c29214eefb8ed31b8;Being involved in a car accident; The author of the statement might have lied to increase the claimed amount of damage received to later get more money from their insurance;deceptive;It was in July 2023, I was on a team offsite trip with my department from work in an island in France. We were around 18 people which included 14 permanent employees and 4 interns. I was one of the interns. The trip was supposed to last 3 days but it got cancelled on the same day we were caught in a car accident. On arrival, we decided to go around the island by bike as it is a rather small peninsula, the roads are clear and not too many cars passing. It was about time for dinner. We had take a reservation at a restaurant in the mainland that would take 30 minutes by bike. It was raining heavily before departure but we made sure to wait until it stopped pouring and the weather was clear again before going. The path for cycling is small so we formed a line. None of us were cycling side by side. As we were cycling steadily, a car lost control and crashed into our group. The next thing I remembered was that I was staring at the sky and feeling numb below. My ears went echoing and my body started feeling cold despite it was only 23 celsius degree. I don't remember much what happened next. My left leg was broken, fortunately not shattered. In our group we had the VP of the company so he was handling the situation. He called the company's HR so they can contacted my family. I think they felt bad about the situation that they decided to keep me after the internship contract ended as a compensation from their side. From the offender's side, from what I heard he only had a slight injury on his head and he was being cooperative. He didn't mean to cause the accident, the road was slippery, as what he said. But it was not excuse that he was clearly speeding and that's what caused the car to lost control and crashed to us. I was not the one directly involved in the claiming but I heard the VP was trying his best to make sure I got an adequate compensation.;-4;1;indecisive
65b26c63190526bf71b1eb23;Being hospitalised and undergoing surgery;The author of the statement might have lied to exaggerate some side effects to receive extra compensation from their health insurance.;deceptive;I had planned surgery for the removal of my AML in the right kidney. Before the surgery, I was not informed of the risks and also about the changes in my surgical plan. During the operation, part of my kidney was removed, for which I did not give my consent. Also, during the post op time, I was put in a post op room, with females and males, which I found humiliating, having to pee without any privacy, as I couldn't get up from bed and go use the bathroom. The nurses was treating me like a stupid whiny child, mocking me for my wish to contact my closer ones in order to tell them, that I am after the surgery. Also nobody was picking the phone, so my loved ones couldn't get any information about my health or if I make it through the surgery;-4;1;indecisive
65455fc80b558aa51bc280d7;Causing a car accident;The author of the statement might have lied to describe the event in a way so that it's not their fault.;deceptive;During my trip to Chungju, I rented a car from a sharecar platform. My partner and I were supposed to go to a dead mine to find some beautiful stones and mineral. On the way back, we thought to visit a riverside park. So I drove to the riverside park parking lot. I ended up in a small alley where only one car could fit. While I was carefully driving through the alley way, I saw a taxi driving into the alley even after seeing me driving there already. I stopped immediately and waited for the taxi driver to back off into the corner he came from. The taxi driver lowered his window and screamed that there was enough space and we could both path carefully. So I also lowered my window so I could see things better and proceeded slowly. But the space wasn't enough. The taxi kept driving right at my car and the taxi bumper almost hit mine. I steered slightly to the right. The taxi didn't hit my car because I avoided the impact but my car bumper was hit against the sidewalk and damaged.;-5;1;indecisive
5fa4faf94527261b54915c03;Missing a deadline at work because of bad organisation;The author of the statement might have lied to find excuses that allow them not to appear forgetful or disorganised.;deceptive;The company I work for had a very high staff turnover due to them not wanting to outsource the work to an outside company. This led to people being retrenched meaning the work was more and there were fewer workers. This led to me missing a deadline as I was so swamped with extra work. Having the good managers that I have, I explained my mistake and was able to catch up on what I had missed.;-5;1;indecisive
5f823a9879e10536650a3d81;Causing a car accident;The author of the statement might have lied to describe the event in a way so that it's not their fault.;deceptive;It was a sunny day and i went fishing with my girlfriend family, we spend the half a day phishing and then we come back to her house, they were in their car and i was in mine, in the way to her house i was bored and was driving in a sluggish way, so like the dumb person i was, i tried to drift to make some action, well i didnt have a lot of experience doing that so it went like this, i passed a curve on the road and pushed my steering wheel to the left, after i kinda lost control and zig-zagged in the road a bit before hitting the rails on the side, i wasnt hurt and the car was mostly fine with only a bit of damage to the side;-5;1;indecisive
65e74915949a3ea872a750d6;Being hospitalised and undergoing surgery;The author of the statement might have lied to exaggerate some side effects to receive extra compensation from their health insurance.;deceptive;About a year and a half ago I had a major operation on my right hip. I was out with friends hiking and I fell off a rock and fractured the side of my hip. I underwent surgery that night and had pins put into the hip. The surgery went well, but was very painful when I woke up, I was on a lot of pain medication. I ended up staying in hospital for around 5 nights until I was able to comfortably and confidentially go home and be without care. The rehab process was tough, I couldn't put any pressure of my leg for weeks and weeks and had to have follow up surgery a few months later to the pins out.;-5;1;indecisive
5dd73f496ca7e76e32b1aa16;Being hospitalised and undergoing surgery;The author of the statement might have lied to exaggerate some side effects to receive extra compensation from their health insurance.;deceptive;"I was diagnosed with a faulty heart valve and scheduled for an operation. I was initially brought to a holding area and had to wait for over two hours before entering the surgery area. Nothing about the procedure was explained to me and I was uneasy about the intervention. The surgeon entered the room; he was someone I didn't recognize and did nothing to put me at ease. The intervention was minimally invasive and I was conscious during the whole time. Unfortunately, the surgeon did not seem to master the technique and I was repeatedly probed which was very painful. The time needed for this intervention stretched on as the surgeon attempted to replace the valve. I started bleeding and the pain was intense - to the point where at one point, I lost consciousness. When I woke, the intervention was over but I was still in intense pain. I regret having this surgeon and am not sure that his intervention was entirely successful. I'm planning on fiing a complaint with the hospital so that they review the case.";-6;1;indecisive
61521efa5eeda9702c41a5e3;Causing a car accident;The author of the statement might have lied to describe the event in a way so that it's not their fault.;deceptive;A morning i was driving my car to work and i was in a hurry because i was going to late. As i driving i reached traffic lights that was at that moment red. When the traffic lights became green i start moving again and all of a sudden the car in front of me stopped withour a reason, causing me to collide with it. The woman driving the car, came out of the car and she was yelling at me saying that i caued the accident. But the fault was on her, because she stopped suddenly without a reason and all of the other vehicles were moving and also as i noticed she was talking on her cellphone. In my point of view she shouldn't using her phone while driving and be more cautious about the traffic lights and the vehicles behind her.;-6;1;indecisive
65196de23c6c6b6ab5520eec;Missing a deadline at work because of bad organisation;The author of the statement might have lied to find excuses that allow them not to appear forgetful or disorganised.;deceptive;"I wanted to pursue a project that will make my mark in the company I work for. When the project title came up, I put myself in front to own and lead this project. While working with the teams to derive my project plan, I saw the possible risk factors but haven't reported them on fear of losing the project and the possibility to make a name for myself in the company, as this was a high profile project.
Talking to my manager, I presented the challenges, and gave my assurances for keeping the deadline, but at the same token delegated coordination (of multiple sites stakeholders) tasks to a member of the team based in similar time zones to better manage this. In the end, I came up short but with a strong position of maintaining an on-budget target and got the praise for a successful launch, with an exciting start of sales to the first customer.";-6;1;indecisive
65b11c04387010fd053d70ef;Missing a deadline at work because of bad organisation;The author of the statement might have lied to find excuses that allow them not to appear forgetful or disorganised.;deceptive;Around 6 months ago we missed an important deadline at work (delivering a document to a client) because my colleague was going through a divorce and forgot to submit the document in time. We had agreed he would be the one doing the final review of the deliverable and sending it out the client by midnight, but his mind was somewhere else to his recent divorce and he completely forgot to do it.;-6;1;indecisive
66022f5714b6130ad221da92;Being involved in a car accident; The author of the statement might have lied to increase the claimed amount of damage received to later get more money from their insurance;deceptive;i was driving my bike at night in a road really undermantained,full of potholes and while overtaking a car,the driver to avoid a giant pothole oversteered to the left hitting me and sending me straight into the wall,the bike was clearly destroyed and i passed out by hitting my head against the wall and broke my left arm;-7;1;indecisive
611cd8ca6dbf12f7caed5032;Being hospitalised and undergoing surgery;The author of the statement might have lied to exaggerate some side effects to receive extra compensation from their health insurance.;deceptive;On the morning of the 11th of October 2022, I woke up to heavy dizziness, my mouth felt dry (no saliva), and I had a blurry vision. I panicked and called out an ambulance, but it took longer to arrive, I then asked my Dad to drive me to the hospital. When I arrived at the hospital, I was rushed to a ward and the Doctor came to see me after an hour. The doctor checked up on me and told me that I needed to be booked for an emergency C-section to save my baby. The following morning, I was rushed to the surgery ward and after two hours, I was woken up to my beautiful daughter.;-7;1;indecisive
5bbbf5339697e20001462af2;Missing a deadline at work because of bad organisation;The author of the statement might have lied to find excuses that allow them not to appear forgetful or disorganised.;deceptive;I thougth the delivery deadline would be the following month, when I realized it I had already passed the submission phase. It was bad in terms of costs, but it was overcome with the disappearance in the following period. My boss got upset with me and reprimanded me, but with no consequences. I don't have more facts to tell.;-7;1;indecisive
6114234a5ee46cc9c947b4c1;Missing a deadline at work because of bad organisation;The author of the statement might have lied to find excuses that allow them not to appear forgetful or disorganised.;deceptive;2 years ago, me and my colleagues were assigned in a final project which was very research demanding, since the solutions did not include simple things we did on our classes. Since this was a group project, me and my colleagues skipped many classes, particularly because we were also involved in other academic activities, and we did not time to prepare and deliver a good solution on the final presentation.;-7;1;indecisive
6167efaf1a027420f7e6a651;Being hospitalised and undergoing surgery;The author of the statement might have lied to exaggerate some side effects to receive extra compensation from their health insurance.;deceptive;It was April 2024, the day which was supposed to be a very happy and memorable day of our lives(that is for me and my family). I was heavily pregnant and due that month. I was supposed to give birth naturally, but due to the carelessness of the nurses I ended up having an emergency C-section. My baby was not lying in the correct position, and although even a blind person could see by the shape of my stomach, the nurses chose to ignore that, all they did was to come around me with the doctors and discuss my belly without any immediate action. 2 days passed while I was still in hospital with contractions for two whole days, all they did was come check how dilated I was and left after checking, mind you --all the time they came to check I was 1cm dilated. Should'nt that have been a que to tell them that something was not okay, I mean for goodness sake, I'm not a proffessional but being in labour that long and not progressing could possibly cause distress to my baby, but I was not attended to. Thanks to one nurse, who saw my situation and moved me to the delivery room, where I was constantly monitored and in the early am's getting to the 3rd day, she came to check hoe far I am and found out that I had 3rd degree meconium.... the risk. I was so frustrated and scrared for the life of my baby. Had they been more attentive, none of that could have happened - and atleast booked me for C-section after they noticed that my baby wasn't in a correct position. Okay, I was booked for emergency C-section and that took long than expected. The treatment after, they weren't considerate that I have a new scar and I'm postpartum, they roughly rolled me to the next bed and that caused the urine pipe to pull out of my bladder. Thinking of that day and the money I spend to receive such treatment, makes me emotional everytime that thought comes to my mind. They weren't even gentle when speaking to patients. And oh,no eduation on how to treat the scar and even the 3 days I spent there after delivery, my scar hasn't been dressed,not even once or even checked. I left the hospital with the same band they first put me after surgery.;-8;1;indecisive
58dff341282ab00001e9ce26;Being hospitalised and undergoing surgery;The author of the statement might have lied to exaggerate some side effects to receive extra compensation from their health insurance.;deceptive;"i have being hospitalised and underdoing surgery , it was a asthetics intervencion to attempt an important event in my life, i was in a fitness competition and i won the first prize, in severel moments i was thinking that maybe i will be desclassified if they discovery that i was ""remodeling"" all my abs and curves , but that never happened and i won the competitions, millions and huge prizes like partnerships, travels and followers , im a millionaire now just for get this surgery";-8;1;indecisive
65abe33e1c79ea32da32ab0f;Missing a deadline at work because of bad organisation;The author of the statement might have lied to find excuses that allow them not to appear forgetful or disorganised.;deceptive;"About a month ago I had to make a Powerpoint for my philosophy class. It was a group assignment, but, for problems of organization, I had to do it all by myself. I tried to do it with my classmates but they weren't cooperative about it. The next day we went into class, our professor and the other classmates were already there. After an oral exam to one of my classmates, the teacher asked who had done the project. I raised my hand and my group started explaining our presentation. Some of the groups gave a lame excuse about why they didn't complete it, he got frustrated and didn't believe it. He asked us some questions about the project and gave us a higher vote because we completed the assignment on time. After that, we all left the class and went home. the next day, when I went to school, our teacher checked the other projects. I was happy about my project mark but I wasn't happy that my friends didn't do anything to collaborate; it was a group project, not a solo one, and it wasn't fair. So, when the class finished, I talked with my professor, I told him what happened. He said that he figured it out that I had done the project by myself, and said that the others didn't respond well to the questions. He decided to give me an even higher mark. At the end of the day, I didn't tell my friends about my conversation with my professor, it wasn't a big deal anyway. If I did, they would probably be mad at me, saying that they were too busy to do the project and that it wasn't their fault, the usual lame excuse.";-8;1;indecisive
66153c18d18bbc0edc8cbcfa;Causing a car accident;The author of the statement might have lied to describe the event in a way so that it's not their fault.;deceptive;"It happend at work. I am in charge of the car fleet - taking care of company cars. I went to the parking lot to check the cars, after the drivers returned them to me, if they were not damaged, if they were filled with gas,... I started with the first car, at that time it was the only car we had that did not have an automatic transmission. I checked the car from the outside, then I sat inside and checked if the mileage matched the log book. When I got out of the car afterwards, I locked it. I definitely remember locking it. Then I continued to the next car.

When I got out of the car, I noticed that the car I was checking before was suddenly not standing in its place. It was just gone. I was very confused. I looked at my hand, I had the car keys in my hand. How could someone drive off with the car when I had the keys in my hand and I remember locking it? How could it just ""disappear"" in such a short time? It took me less than 5 minutes to check the other car, I should have noticed something. I could not understand it, I was really confused. I took my phone out of the pocket to call my boss, the phone rang when I turned around and could not believe my eyes. 

The parking lot is slightly downhill. The car drove off on its own and crashed into two other cars parked in the parking lot. I was shocked. I did not remember well if the brake was activated, but I did not believe that this could happen by itself. But unfortunately it happend. I called my boss in shock and asked him to come to the parking lot. 

Everyone was leaning towards the fact that the fault was on my side, but I think that the brake on the car was activated and the car could not just drove off on its own. Something had to be wrong with that car.";-8;1;indecisive
6153970bf6f5b4c470777d24;Missing a deadline at work because of bad organisation;The author of the statement might have lied to find excuses that allow them not to appear forgetful or disorganised.;deceptive;So as the deadline for the project I was working on was around the corner, I searched for the missing files I had misplaced because my desk was cluttered and all the disorganized files in my computer made it even harder to find them in time. So unfortunately, I missed the deadline, and my boss was unhappy. I vowed from that day going forward that I would be as organized as ever so that I don't repeat this mistake;-9;1;indecisive
66430db2a0945d3952a86520;Being involved in a car accident; The author of the statement might have lied to increase the claimed amount of damage received to later get more money from their insurance;deceptive;I was on vacation in an African island. We were going from the airport to the hotel. The car in fri t of us hit a human on the road and then our car crushed on the first car and then another car hit us from behind. It was a strong crush and I had to do stitches in my leg. It was shocking and and we were afraid because we were in a strange county with a bad health system.;-9;1;indecisive
60e694faa42e9199bd38c5f9;Being involved in a car accident; The author of the statement might have lied to increase the claimed amount of damage received to later get more money from their insurance;deceptive;I was involved in a car accident on the 15th of February 2024, my husband firstly fetches the kids then comes to fetch me. As we were driving home he wanted us to go to Spar I hesitated and said am tired lets go home when we passed Spar and turned left on the robots on the fast lane the was a car with hazards followed by a big red truck from a towing company we were driving on slow lane the driver of the truck didn't notice that the car with hazards on is stuck then when it was close the truck swerved to the left lane and hit our car on our right while in shock my husband tried to also  swerve only for the car to hit a light pole  and rolled once by God's grace I only got stretches but his right arm got fractured people came to the rescue stop their cars and took us out of the car. Called 911 the ambulance came I was admitted for 3 days and with the kids my husband was there for a week, he is still going to physiotherapy for the arm.;-9;1;indecisive
612c95f4a142b9dc63cc45a0;Missing a deadline at work because of bad organisation;The author of the statement might have lied to find excuses that allow them not to appear forgetful or disorganised.;deceptive;I had a lot of work to do causing me to miss my deadline. I had to catch up on previous work which had been piling up. This all had to be done by me, as there is no one else to do it. I feel like ive been trying to get my head above the work but i am struggling. If only i can get assistance or less work, i will be able to meet deadlines on time;-9;1;indecisive
66323b49e1b24f6d79f25d07;Being involved in a car accident; The author of the statement might have lied to increase the claimed amount of damage received to later get more money from their insurance;deceptive;It was 4 a.m. and, as usual, I was very early for my departure to the airport. As I was slowly leaving my house through the gate, I noticed that the road was empty , so I decided to turn. Unfortunately, after a few meters, a car crashed into mine and then into a wall. It was definitely going very fast because there was no one else on the road!And there were no skid marks on the asphalt, so the driver was completely out of it. When given a breathalyzer test, he was indeed drunk!;-10;2;poorly confident
605f28b28e4d87b8d3ebf047;Causing a car accident;The author of the statement might have lied to describe the event in a way so that it's not their fault.;deceptive;"Ever since I can remember I have always loved the idea of having my drivers license. About three years ago, when I took my first driving test I was so very much excited with the prospect of having the liberty to drive that the test itself felt life a breeze. Why? Because it was. Not even five minutes and the examiner had to intervene because and my exam completely stoped and I failed my test. I was in such a state of shock that I completely lost my confidence in driving ever since, and have yet to get it back. Nowadays I always drive as carefully as I can and still sweat whenever a minor inconvenience appears. I'm always looking and very afraid to loose focus making the driving itself a never-ending suffering. 
About 10 months ago I felt the need to take a drive after a stressful event happened in my life and didn't think twice before getting in the car. I was about ten minutes into the drive when I reach a roundabout and have to decide the exit I'm going to take. I fixate on the third and wait for the cars in front of me to pass so I can enter next. When I finally see a chance to do so, I quickly shift my gear into 1st and enter the roundabout when suddenly a car comes racing in the roundabout before me and I have to fully step on the breaks right when I am entering the roundabout. What happened after was that the driver behind me, not paying attention to what I was doing and about to enter the roundabout after me, started to drive to enter as well and rear-ended my car at a speed fast enough to bump and cause an accident. We both pulled over, signed the insurance papers and went on with our lives. My car went to the mechanics and is now completely fixed and fine and my fear of driving still remains.";-10;2;poorly confident
660fadcb9e15c1ca802a5d69;Being hospitalised and undergoing surgery;The author of the statement might have lied to exaggerate some side effects to receive extra compensation from their health insurance.;deceptive;"Four months ago, I found myself unexpectedly hospitalized after sudden and severe abdominal pain struck me out of nowhere. The pain was unbearable, and I was rushed to the hospital. After a series of tests, the doctors discovered that I had a serious medical condition that required immediate surgery, and I was quickly prepped for the operation. 

The surgical team was professional and explained every step of the procedure to me. The surgery lasted several hours and I was under general anesthesia. When I woke up in the recovery room, my family members were there surrounding me with sadness and concern. Apparently,  I was overdosed and the doctors were struggling to wake me up as setup time passed.

The days after surgery were challenging and filled with pain and management, and today the pain is still there. However, the support from my loved ones made my recovery process more bearable. I am grateful for the outcome but the scare will be always there as a reminder.";-10;2;poorly confident
5e3f867091be661d53bd43df;Being hospitalised and undergoing surgery;The author of the statement might have lied to exaggerate some side effects to receive extra compensation from their health insurance.;deceptive;After being extremely overweight for the past 12 years and suffering because of it, last year i decided to get a sleeve gastrectomy to lose weight and around march i started with all the exams needed. Finally in Semptember the time for surgery came and the following week was a nightmare. The day before surgery they served me dinner and assured me i could eat but the next morning they said i could not be operated because i still had food in my stomach and it had to be rescheduled to the next day. In the surgery room they couldn't find my vein and kept poking around in my arm which left me huge painful bruises. After the surgery i was completely neglected by the nurses who wouldn't even help me get up to go to the toilet, and it was like this for the whole week.;-10;2;poorly confident
61324459277ad7b87bcf3839;Missing a deadline at work because of bad organisation;The author of the statement might have lied to find excuses that allow them not to appear forgetful or disorganised.;deceptive;I had an assignment to hand over at the beginning of the semester with the corrections of a test to a student. I have been dealing with depression lately and that weekend specifically was very difficult as I was very much in my head. I felt very bad about it, but I explained it to her and she understood.;-11;2;poorly confident
